ENSG00000278267.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175756.13,79.48,81.87,89.265,75.61,78.625,74.8,81.96,66.89,79.825,71.31,87.92,82.22,78.19,92.66,60.68,69.21,77.315,65.79,64.28,70.59,81.21,109.2,115.65,73.3,78.62,95.82,84.59,84.47,86.21,85.67,75.78,80.95,84.11,70.87,103.55,74.34,73.73,69.61,104.7,72.85,64.075,40.27,90.54,89.05,76.37,79.88,72.66,83.23,79.2,378.9,97.37,78.23,73.06,60.92
ENSG00000223663.2,0.213,0.209,0.245,0.159,0.244,0.166,0.206,0.202,0.209,0.219,0.938,1.192,0.293,0.24,0.23,0.227,0.248,0.26,0.155,0.149,0.216,0.469,0.17,0.179,0.057,0.348,0.335,0.34,0.232,0.347,0.469,0.151,0.185,0.184,0.151,0.322,0.238,0.19,0.144,0.238,0.184,0.124,0.315,0.271,0.236,0.242,0.418,0.429,0.301,0.905,0.368,0.289,0.176,0
ENSG00000224870.6,13.31,11.27,16.305,15.195,15.955,12.19,17.96,11.465,11.165,10.635,17.26,17.44,12.2,13.73,12.29,13.71,10.445,11.43,21.41,14.41,13.89,23.89,18.545,18.21,20.03,15.16,14.31,15.65,13.92,15.44,18.37,7.057,5.976,10.65,17.5,20.045,16.385,15.665,5.425,21.39,14.765,8.336,18.75,22.86,14.395,14.59,16.42,25.13,14.9,23.61,25.09,20.47,15.895,6.878
ENSG00000221978.11,180.6,161.6,146.7,173.7,174.3,158.2,233.2,36.86,42.08,46.51,295.8,314.9,68.07,55.98,42.52,46.355,46.4,40.06,62.58,41.75,197.9,66.37,157.65,274.9,375.65,211.6,143.05,210.2,126.9,193,348.8,63.02,42.275,109,112.045,115.15,202.2,160,43.55,243.1,346.15,76.205,241.5,278.5,176.9,147,180.2,203.3,131,93.91,314.5,324.8,240.45,32.42
ENSG00000242485.5,70.69,70.1,65.835,84.225,83.925,87.48,80.2,46.445,55.515,49.085,64.06,58.44,49.9,61.63,41.48,56.27,53.685,43.77,54.77,50.17,75.68,98.8,90.67,69.91,74.985,89.35,61.975,82.03,65.78,81.03,79.85,53.3,51.51,44.99,70.63,39.875,71.67,60.455,76.05,82.81,74.105,34.575,87.2,88.18,62.25,62.21,60.75,70.35,57.36,57.28,90.26,80.165,69.77,22.88
ENSG00000272455.1,2.903,2.087,2.559,4.404,4.951,4.612,6.709,3.127,3.563,3.598,16.86,16.07,4.479,4.234,3.51,4.187,4.351,3.276,4.334,3.226,2.844,8.412,5.026,4.912,9.255,6.949,5.6,6.176,5.286,5.894,9.562,1.484,1.51,3.726,8.107,2.718,3.929,4.537,1.743,7.606,10.029,1.607,8.896,11.4,2.561,3.719,6.979,10.48,4.567,11.18,10.16,10.175,5.494,0.932
ENSG00000235098.8,7.79,6.19,0.984,1.425,3.175,1.599,23.46,16.575,14.65,12.23,27.14,24.84,19.89,21.11,14.04,14.63,13.41,11.85,31.39,13.1,12.36,0.419,0.906,8.867,13.49,18.75,6.882,13.96,14.28,13.45,22.97,2.628,1.208,3.894,3.76,0.609,13.97,13.155,1.107,26.98,13.375,5.986,2.841,26.46,8.43,5.62,6.605,2.092,8.518,11.28,6.232,10.61,12.11,0.065
ENSG00000225905.1,1.122,1.051,0.213,0.141,0.426,0.221,3.504,2.409,1.603,2.349,5.923,5.274,2.314,1.988,2.577,1.986,2.21,2.458,5.669,2.576,1.726,0,0.184,2.429,4.59,3.149,1.071,1.784,1.944,1.774,6.52,0.351,0.252,0.833,1.131,0.138,1.087,1.974,0.162,7.758,5.066,0.961,0.763,4.714,3.04,2.377,0.884,0.564,1.437,2.628,0.777,4.237,2.849,0
ENSG00000205116.3,0.126,0.126,0.105,0.093,0.155,0.093,0.777,11.1,3.374,10.175,2.281,2.25,4.635,5.777,22.04,10.057,5.837,15.32,68.16,23.75,0.212,0.11,0.074,0.559,0.584,0.342,0.245,0.278,0.348,0.296,0.616,0.183,0.143,0.642,0.127,0.113,0.121,0.258,0.11,2.407,0.313,0.062,0.128,0.431,0.997,0.694,0.216,0.083,0.178,3.611,0.128,0.443,0.344,0
ENSG00000225285.1,3.125,1.946,0.537,1.657,1.889,2.223,8.354,0.831,0.664,0.9,0.228,0.298,0.692,0.637,0.798,0.817,0.711,0.909,1.15,0.741,4.075,0.44,0.116,2.998,5.834,12.6,3.293,9.553,2.455,10.99,9.184,0.696,0.432,1.171,1.678,1.522,2.621,5.569,0.228,8.495,2.256,1.169,1.391,10.58,2.13,2.184,1.656,0.853,2.347,3.756,1.406,8.143,3.459,0
ENSG00000179403.11,25.7,22.45,7.839,15.475,25.29,25.82,93.56,16.315,11.345,16.74,5.565,7.163,14.82,13.43,22.79,15.375,12.575,20.41,59.27,19.91,28.55,1.802,3.692,35.99,54.9,79.59,33.2,74.34,24.48,81.57,43.35,13.25,5.841,23.7,33.53,32.94,22.065,37.04,2.393,196.9,17.03,13.185,12.2,99.72,17.72,17.75,16.85,7.196,21.12,20.04,55.98,44.135,38.905,0.113
ENSG00000160072.19,22.71,22.85,15.715,20.95,22.58,19.7,31.06,8.063,10.92,8.87,35.46,37.97,17.77,13.35,9.644,12.385,10.865,8.099,10.45,8.931,28.64,30.275,25.895,42.51,43.96,24.1,22.3,21.49,26.56,20.51,41.55,9.785,6.504,17.83,32.18,14.095,31.645,22.05,7.277,35.77,38.795,12.44,45.86,41.27,32.26,32.89,25.51,35.58,19.14,41.1,41.34,39.125,32.105,8.032
ENSG00000197785.13,15.69,14.61,17.335,14.605,15.15,13.74,18.62,7.492,10.14,8.041,16.66,17.16,13.01,12.59,8.306,9.152,8.776,7.326,9.852,7.587,16.57,34.365,32.115,18.21,21.96,14.92,14.75,15.35,23.21,16.2,22.1,10.16,9.051,10.44,14.31,13.23,18.32,17.02,17.07,20.85,17.005,10.675,28.46,19.94,19.59,20.76,15.55,20.23,13.72,26,21.54,20.335,18.805,4.895
ENSG00000205090.8,3.294,3.09,2.4,7.555,6.078,5.968,8.292,11.65,18.39,19.235,59.72,57.85,26.7,28.43,13.83,12.235,22.885,14.84,5.708,7.005,3.331,0.165,4.384,16.6,12.73,14.21,4.767,12.29,1.816,11.16,9.394,2.935,2.166,1.232,1.808,0.448,3.828,1.841,1.194,6.886,15.64,0.419,14.18,8.334,1.961,2.115,2.47,3.224,1.713,3.297,5.669,17.74,7.367,0.43
ENSG00000215014.4,1.129,0.671,1.421,0.64,0.673,0.656,0.872,1.401,1.55,1.204,2.075,1.948,1.58,1.716,1.369,1.899,1.708,1.065,1.831,1.33,0.988,1.294,0.959,0.619,0.906,0.641,0.481,0.797,0.581,0.797,1.155,0.268,0.252,0.437,1.03,0.506,0.733,1.014,0.391,1.331,1.011,0.392,3.112,1.029,0.695,1,0.65,0.793,0.565,8.191,1.548,0.83,0.55,0.177
ENSG00000160075.11,48.48,49.27,38,44.17,46.925,41.82,45.32,27.74,35.23,34.595,64.27,60.7,41.36,44.16,25.5,34.215,38.57,28.32,30.4,25.91,52.97,47.295,52.81,49.71,51.205,46.52,40.81,43.39,48.98,42.39,52.32,26.5,23.125,30.47,46.885,25.82,57.675,43.405,50.16,47.47,52.985,23.335,59.61,52.4,47.185,49.96,44.87,59.29,38.46,44.95,73.73,54.55,47.915,34.25
ENSG00000228594.3,1.062,2.114,34.195,0.916,1.917,0.458,2.271,15.97,25.75,11.06,18.51,20.33,31.16,30.88,16.43,33.03,13.65,9.865,12.84,13.58,2.099,2.115,8.053,0.809,2.022,1.99,2.273,1.14,12.56,1.321,0.779,1.069,1.575,3.495,3.195,0.381,4.554,2.298,0.242,3.938,3.12,0.561,20.03,1.695,14.67,16.36,2.482,5.465,3.363,19.51,10.4,0.825,6.292,1.912
ENSG00000197530.12,24.05,24.93,25.195,41.83,36.54,29.82,48.36,20.61,28.94,23.3,68.46,75.11,41.24,36.67,22.78,28.975,26.945,21.02,22.02,17.36,27.25,14.87,15.52,55.38,61.345,40.4,31.22,36.95,33.59,33.76,57.33,20.47,20.25,19.1,20.22,15.445,39.63,25.48,44.42,39.61,74.74,11.865,83.82,52.1,45.72,41.83,31.11,38.32,23.63,50.31,58.22,56.625,43.415,13.17
ENSG00000272106.1,8.937,6.062,9.081,11.665,11.095,12.73,13.73,22.325,24.245,31.84,43.78,39.29,28.13,29.78,20.91,24.15,43.995,25.53,22.49,14.98,9.631,5.589,6.262,13.94,20.875,11.92,9.663,12.02,11.45,11.09,18.41,6.14,5.889,7.237,8.371,3.992,12.595,12.025,14.83,19.9,24.68,3.838,62.34,17.73,14.025,16.63,10.81,12,7.249,12.84,38.72,20.81,13.285,2.544
ENSG00000189409.13,0.362,1.057,0.386,4.986,4.321,0.812,1.562,0.108,0.124,0.11,0.265,0.346,0.206,0.147,0.1,0.151,0.133,0.1,0.1,0.074,0.571,0.046,0.033,2.316,1.879,0.709,0.449,0.998,0.307,0.75,1.729,1.153,0.647,0.28,0.366,0.232,2.676,0.13,0.048,0.147,6.364,0.099,1.078,2.113,0.357,0.357,0.582,0.54,0.472,1.276,0.569,2.444,2.03,0.24
ENSG00000248333.8,30.58,24.82,19.9,34.32,29.7,34.59,34.91,14.51,14.98,14.675,37.48,37.41,19.46,19.8,14.63,18.575,15.065,14.23,25.64,17.7,29.12,31.165,28.345,38.98,36.565,41.71,31.465,39.04,22.85,39.12,32.86,13.76,13.195,12.96,19.79,10.705,40.075,23.715,33.81,36.02,37.515,12.51,29.41,33.05,32.37,34.65,37.31,41.22,21.93,61.82,36.95,43.765,32.49,17.7
ENSG00000272004.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.257,0,0,0
ENSG00000269737.2,3.343,2.01,1.851,3.003,2.44,2.291,3.423,0.403,0.385,0.549,3.877,5.455,0.886,0.533,0.441,0.599,0.55,0.35,0.969,0.412,3.476,4.181,1.946,5.383,6.592,2.751,2.445,2.604,1.753,2.459,3.624,1.061,0.598,0.971,1.036,0.777,3.737,3.068,0.625,5.009,5.706,1.372,3.688,3.745,3.21,3.176,3.893,3.558,2.145,1.686,4.941,5.47,4.434,1.137
ENSG00000189339.11,21.91,19.16,23.015,26.435,24.595,21.67,27.46,11.02,13.81,10.73,41.78,45.97,19.54,18,11.12,10.83,11.67,8.368,12.59,7.848,26.07,29.705,25.55,45.89,41.285,27.84,23.175,25.7,16.21,23.6,33.58,8.497,5.71,10.66,13.63,9.637,26.52,20.415,10.18,29.43,44.98,10.94,41.74,29.93,20.895,19.7,29.55,34.2,19.83,13.47,36.08,45.85,29.24,13.89
ENSG00000227775.3,6.996,4.232,5.829,6.674,5.982,5.087,8.894,2.561,3.714,2.846,14.08,17.02,5.909,5.01,2.792,2.866,3.605,2.039,3.188,1.922,7.48,7.701,6.531,12.65,17.745,8.281,7.341,6.856,4.544,6.37,10.35,2.589,1.73,3.447,3.242,1.964,7.348,7.512,2.538,9.263,15.14,3.314,12.19,10.04,6.533,7.265,9.169,9.992,5.995,4.314,12.69,14.995,9.06,3.062
ENSG00000008128.22,22.39,18.59,16.34,21.875,19.335,19.91,24.9,5.615,5.653,6.361,29.87,33.64,9.232,7.363,6.089,7.351,6.272,5.871,9.748,6.901,22.43,17.975,15.14,29.62,31.5,25.54,24.52,23.06,15.62,22.68,28.66,7.795,5.678,11.5,11.195,10.45,31.745,18.075,10.52,26.62,27.35,8.572,27.08,28.48,22.395,22.94,35.75,43.85,19.08,37.9,30.5,32.37,25.145,14.2
ENSG00000215790.6,4.693,2.721,3.963,4.777,3.887,4.28,6.439,1.738,2.603,1.738,9.045,10.76,3.468,3.185,1.895,1.844,2.007,1.297,2.095,1.277,4.833,4.912,4.297,9.753,8.217,5.56,4.402,4.573,2.743,4.259,8.571,1.446,1.018,1.764,1.931,1.193,4.861,4.585,1.709,5.9,8.659,2.02,6.764,5.646,4.592,5.133,5.605,5.657,3.911,2.576,7.06,9.851,6.12,1.674
ENSG00000008130.15,54.67,53.73,67.865,52.83,54.845,57.13,39.77,9.303,11.135,11.125,20.77,23.76,15.22,13.42,9.181,10.585,11.005,10.02,12.38,9.957,45.74,50.21,35.115,37.2,43.27,33.21,40.85,41.03,26.61,42.96,51.01,15.39,9.19,17.57,22.045,51.49,54.185,34.095,9.528,45.94,47.11,16.86,29.82,38.33,28.235,29.63,44.44,98.62,34.6,42.54,44.12,44.255,32.565,112.7
ENSG00000078369.17,228.1,189.7,148.3,288.5,251.55,305.1,209.6,191.1,308.35,200.45,371.2,302,325.9,395.8,168.6,185.05,200.7,168.8,200.6,149.6,195.1,267.35,327.2,207.7,228.9,205.8,150.95,194.3,125.4,200.7,219.3,77.58,54.33,97.12,125.25,50.23,248.6,139.25,32.67,228.5,197.35,45.715,181.7,161,165.75,173.3,175.2,171.8,109.7,133.5,176.2,250.2,181.6,152.4
ENSG00000231050.1,0.879,0.789,0.96,0.37,0.357,0.182,0.37,1.233,1.714,1.569,2.792,2.651,2.093,2.184,1.292,1.63,1.958,1.445,1.268,1.397,0.908,0.595,0.655,0.579,0.907,0.278,0.424,0.237,0.479,0.185,0.523,0.372,0.229,0.641,0.83,0.275,0.508,0.668,1.132,1.185,1.672,0.351,3.353,1.544,0.686,0.652,0.658,0.741,0.413,10.68,1.683,0.701,0.782,0.236
ENSG00000169885.9,1.217,0.906,0.615,0.874,0.828,0.52,1.072,0.523,0.913,1.329,2.876,3.488,1.563,1.159,0.548,0.651,0.977,1.105,0.33,0.305,1.599,0.355,0.83,2.4,2.095,0.685,0.683,0.551,1.075,0.466,1.2,0.255,0.116,0.802,1.352,1.835,0.94,1.152,6.847,1.12,1.071,1.239,2.077,4.044,2.179,2.201,0.841,1.399,0.971,4.493,1.744,1.22,2.582,0.175
ENSG00000178821.12,1.45,1.362,42.95,0.409,0.559,0.382,0.666,1.411,1.913,1.153,5.771,6.858,1.888,1.631,0.846,1.63,1.153,0.76,0.458,0.313,1.6,0.23,0.649,0.888,1.306,0.798,2.232,0.936,1.532,0.844,1.9,0.364,0.616,1.283,1.168,4.99,1.765,2.29,81.23,0.913,2.758,84.17,2.075,1.333,3.414,3.184,1.5,2.614,4.771,42.36,1.003,0.993,2.063,0.07
ENSG00000142609.17,0.048,0.055,0.328,0.018,0.031,0.019,0.038,0.736,1.139,2.293,8.405,10.23,2.742,2.152,0.986,0.911,1.879,1.135,0.195,0.257,0.102,0.009,0.006,0.068,0.095,0.021,0.025,0.026,0.026,0.022,2.381,0.014,0.009,0.026,0.028,0.437,1.462,0.025,0.011,0.044,0.073,0.01,0.979,0.141,0.071,0.083,0.045,0.059,0.02,20.16,0.085,0.059,0.046,0.007
ENSG00000233542.1,0.045,0.039,0.043,0.052,0.072,0.038,0.034,0.866,1.597,0.536,126.2,140.2,3.214,2.76,0.314,0.131,0.585,0.349,0.251,0.114,0.055,0,0,0.027,0.052,0.017,0.027,0.029,0.082,0.022,0.062,0.03,0.024,0.025,0.063,0,0.066,0.051,0.014,0.033,0.023,0,0.301,0.045,0.146,0.106,0.04,0.015,0.018,1.658,0.188,0.066,0.057,0
ENSG00000187730.8,0.463,0.408,1.037,0.449,0.563,0.308,0.24,20.27,46.4,41.37,538.4,517,95.28,104.9,10.63,3.041,54.415,30.59,1.826,4.041,0.719,0.036,0.024,0.364,0.264,0.23,0.242,0.329,0.436,0.287,0.32,0.344,0.27,0.292,0.364,0.099,1.208,0.408,0.165,0.322,0.204,0.074,3.352,0.316,0.672,0.593,0.263,0.305,0.173,8.851,1.555,0.432,0.356,0.054
ENSG00000226969.1,0,0,0.042,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0.161,0,0.174,0,0,0,0,0,0.266,0,0,0,0,0,0,2.635,0.232,0,0,0
ENSG00000067606.16,0.306,0.963,5.254,0.286,0.493,0.248,1.264,17.365,28.785,21.855,98.49,89.34,41.62,45.33,17.5,19.695,27.455,16.94,22.32,14.07,1.967,0.667,0.274,1.8,2.02,1.614,5.191,1.068,7.891,0.807,1.574,3.111,1.995,5.101,4.437,2.761,21.185,5.883,0.08,0.534,1.773,3.024,12.11,6.18,7.928,7.741,8.125,6.758,3.908,36.34,15.9,1.168,5.563,2.625
ENSG00000234396.3,0.734,0.341,0.175,0.807,0.505,0.504,0.289,0.039,0.111,0.141,0.192,0.21,0.163,0.149,0,0.153,0.145,0.082,0,0,0.455,0,0.144,1.067,0.658,0.228,0.161,0.264,0.187,0.21,0.736,0.098,0,0.473,1.213,0.588,0.339,0.252,0,0.597,0.62,0.097,1.173,0.861,0.484,0.729,0.184,0.504,0.35,0.449,0.721,1.305,0.74,0
ENSG00000162585.16,10.7,9.017,10.255,15.63,13.075,12.98,12.36,5.221,5.859,4.388,12.02,12.5,5.782,5.768,5.489,7.051,4.753,4.193,6.748,5.368,10.82,9.726,12.56,19.91,20.895,12.85,7.62,12.51,6.936,11.87,17.75,5.065,3.494,9.188,10.62,5.753,11.65,6.758,2.8,12.46,15.22,3.766,22.94,17.64,8.992,9.113,8.368,11.86,8.677,17.93,17.08,18.805,12.895,5.493
ENSG00000157933.9,73.37,62.2,20.75,150.9,104.45,154.4,65.33,20.91,26.47,25.27,235.4,233,32.25,31.07,21.92,19.045,29.265,19.55,26.34,15.88,62.88,11.76,58.64,90.27,99.04,67.4,36.815,80.42,36.03,78.08,80.43,32.69,15.215,13.69,32.08,15.685,73.63,42.92,16.99,86.78,79.96,9.349,43.64,55.14,60.125,71.35,42.16,42.98,24.18,33.2,60.53,107.15,61.875,11.85
ENSG00000272161.1,0.141,0.185,0,0.203,0.186,0.152,0.121,0.387,0.592,0.605,13.41,13.62,0.821,0.774,0.414,0.372,0.654,0.447,0.223,0.149,0.301,0,0,0.855,1.343,0.229,0.159,0.222,0,0.222,1.07,0.084,0.035,0.344,0.818,0.165,0.246,0.193,0.109,0.687,1.165,0.133,1.703,0.991,0.162,0.178,0.218,0.232,0.175,1.881,2.149,0.963,0.312,0
ENSG00000269896.2,1.53,1.559,1.438,1.2,1.461,1.108,2.481,1.295,2.072,1.888,28.3,30.51,3.59,3.212,1.437,1.712,1.954,1.303,0.774,0.829,2.011,0.791,0.833,2.559,5.094,2.54,2.367,2.167,1.728,2.499,3.661,0.7,0.443,2.255,3.958,0.803,2.243,2.343,0.418,2.453,4.284,1.362,11.01,6.262,2.409,2.366,2.143,2.575,1.441,10.78,8.947,3.711,2.442,0.35
ENSG00000272420.1,1.034,0.863,0.863,0.872,1.082,0.786,2.046,4.14,6.399,6.469,64.12,49.26,5.895,8.364,4.168,3.739,6.601,5.306,1.314,1.205,1.374,0.744,0.574,2.615,3.225,2.53,1.731,1.769,1.27,1.854,2.027,0.558,0.532,1.665,2.495,1.086,1.493,1.177,0.255,2.007,2.308,0.643,5.7,3.074,2.601,2.258,1.9,2.121,1.233,1.113,3.286,2.17,1.748,0.204
ENSG00000157916.19,60.01,54.73,80.385,62.825,63.15,56.75,59.32,16.835,18.815,20.35,45.8,52.25,25.45,25.22,17.75,21.615,20.74,18.06,32.2,21.08,59.27,55.895,113.45,70.78,75.755,52.64,56.075,51.9,83.04,50.14,65.1,27.15,20.05,36.73,46.595,54.065,64.2,58.715,29.62,67.22,73.9,30.99,67.37,64.22,64.625,65.81,66.87,73.37,50.69,80.26,74.61,70.17,77.64,30.53
ENSG00000116151.13,1.32,1.192,1.305,1.3,1.296,1.242,2.087,0.94,1.326,1.569,16.99,17.52,1.963,1.953,0.929,1.263,1.872,1.043,0.781,0.754,2.126,1.189,1.522,3.93,4.711,1.788,1.409,1.658,1.449,1.551,5.51,0.534,0.302,1.783,1.877,0.721,1.845,1.696,0.533,4.48,6.735,0.762,5.563,3.33,1.662,1.668,1.347,1.072,1.082,10.09,8.694,4.16,2.323,0.2
ENSG00000157911.9,16.11,12.41,23.3,11.33,12.335,12.97,14.22,14.47,16.42,15.47,10.17,11.4,17.6,17.33,12.38,13.595,16.705,13.07,22.14,15.13,14.74,15.245,20.105,12.79,15.305,11.09,9.428,10.36,14.19,10.7,11.64,6.163,5.614,8.864,11.195,6.239,10.355,13.09,8.27,20.83,15.955,7.309,18.34,15.69,13.08,14.3,8.919,9.194,8.945,33.54,16.53,13.835,13.395,2.022
ENSG00000149527.17,0.655,1.175,2.146,0.673,0.651,0.224,8.167,9.122,21.48,9.351,143.6,163.1,33.86,23.47,17.75,12.27,11.51,7.57,34.82,10.32,9.283,1.992,0.133,1.26,1.101,1.232,2.028,0.385,36.09,0.428,2.162,0.212,0.093,5.193,3.866,4.546,3.857,24.62,0.101,0.692,0.36,4.172,25.95,37.17,107.85,83.27,5.716,11.35,1.223,4.463,5.574,0.72,42.44,2.982
ENSG00000224387.1,0,0,0.182,0,0,0,0.359,0.314,0.616,0.495,6.918,10.34,1.682,0.849,0.552,0.675,0.634,0.416,1.561,0.663,0.227,0.124,0,0,0,0.073,0.141,0,1.378,0,0,0,0,0.22,0.261,0.217,0.256,1.198,0,0,0,0.431,1.476,2.25,2.096,1.79,0.358,0.67,0.087,1.077,0.5,0,1.76,0.167
ENSG00000229393.1,0.069,0.059,0.202,0,0,0,0.434,0.271,0.77,0.474,7.361,11.49,1.927,0.847,0.627,0.807,0.753,0.371,1.914,0.73,0.194,0.114,0,0.107,0.177,0.087,0.16,0,1.407,0,0.124,0,0,0.151,0.09,0.218,0.258,1.247,0,0.073,0,0.375,1.479,2.472,1.995,1.725,0.343,0.714,0.103,1.212,0.525,0,1.602,0.168
